"order_date","customer_id","product_id","brand","quantity","item_price"
"2019-12-08",16726,"P0125","BRAND_A",1,205000
"2019-11-26",16729,"P0201","BRAND_A",7,159000
"2019-11-20",17841,"P2781","BRAND_P",3,520000
"2019-09-10",12569,"P3011","BRAND_R",6,747000
"2019-12-13",14593,"P0106","BRAND_A",1,450000
"2019-12-05",13767,"P1679","BRAND_H",192,660000
"2019-12-20",13589,"P1803","BRAND_H",4,1745000
"2019-11-24",13566,"P0428","BRAND_B",1,1500000
"2019-10-29",17957,"P0579","BRAND_B",2,884000
"2019-11-17",17211,"P1803","BRAND_H",3,1745000
"2019-12-16",18139,"P4125","BRAND_W",25,159000
"2019-11-29",18022,"P3340","BRAND_S",1,205000
"2019-07-15",15825,"P1742","BRAND_H",12,590000
"2019-11-10",13878,"P0677","BRAND_C",6,2200000
"2019-11-17",14035,"P3510","BRAND_S",4,747000
"2019-11-08",12856,"P0797","BRAND_C",2,747000
"2019-12-12",14191,"P4020","BRAND_W",24,450000
"2019-07-31",17238,"P0066","BRAND_A",1,747000
"2019-11-11",13015,"P4141","BRAND_W",25,159000
"2019-09-19",12748,"P0840","BRAND_C",3,310000
"2019-08-21",13458,"P1906","BRAND_J",10,740000
"2019-12-12",15443,"P0119","BRAND_A",3,303000
"2019-07-31",15053,"P0121","BRAND_A",1,590000
"2019-11-05",16362,"P2763","BRAND_P",1,590000
"2019-12-23",16800,"P0155","BRAND_A",2,1745000
"2019-12-11",16809,"P2092","BRAND_L",10,590000
"2019-07-14",13089,"P3442","BRAND_S",12,590000
"2019-08-09",14722,"P3019","BRAND_R",2,345000
"2019-09-26",14239,"P3008","BRAND_R",6,1745000
"2019-08-15",13995,"P1741","BRAND_H",12,1045000
"2019-10-23",12748,"P0889","BRAND_C",1,695000
"2019-08-01",13291,"P3019","BRAND_R",2,345000
"2019-12-05",16094,"P1778","BRAND_H",4,1325000
"2019-09-10",13394,"P3079","BRAND_R",10,79000
"2019-12-25",15024,"P0126","BRAND_A",3,205000
"2019-10-22",16713,"P3188","BRAND_S",2,159000
"2019-08-07",14409,"P2949","BRAND_R",25,159000
"2019-10-31",17813,"P1797","BRAND_H",2,747000
"2019-07-04",14606,"P2036","BRAND_L",2,450000
"2019-11-13",15468,"P3621","BRAND_S",4,2095000
"2019-07-15",15076,"P3354","BRAND_S",24,450000
"2019-08-06",17576,"P1975","BRAND_L",12,590000
"2019-07-31",15738,"P2445","BRAND_P",24,205000
"2019-11-28",15998,"P0232","BRAND_A",6,450000
"2019-10-14",16460,"P0375","BRAND_B",12,450000
"2019-09-26",16722,"P4113","BRAND_W",25,159000
"2019-08-08",17554,"P2889","BRAND_R",1,2987000
"2019-12-04",14188,"P1910","BRAND_J",20,740000
"2019-12-29",16033,"P0126","BRAND_A",4,205000
"2019-10-23",14298,"P0737","BRAND_C",30,264000
"2019-07-18",16161,"P1914","BRAND_J",10,740000
"2019-12-17",17338,"P3374","BRAND_S",5,1500000
"2019-11-27",15275,"P0807","BRAND_C",48,149000
"2019-12-13",18034,"P3185","BRAND_S",4,240000
"2019-10-21",14096,"P0164","BRAND_A",4,583000
"2019-12-15",18118,"P2092","BRAND_L",2,590000
"2019-07-18",14854,"P3596","BRAND_S",3,1745000
"2019-12-02",15719,"P0793","BRAND_C",24,79000
"2019-08-18",16241,"P2772","BRAND_P",1,450000
"2019-12-16",16712,"P0575","BRAND_B",6,159000
"2019-08-02",13955,"P3546","BRAND_S",8,590000
"2019-09-15",15984,"P4033","BRAND_W",1,904000
"2019-07-19",17858,"P2517","BRAND_P",2,2637000
"2019-10-08",15343,"P3069","BRAND_R",6,1045000
"2019-08-02",17735,"P1912","BRAND_J",10,740000
"2019-11-11",12475,"P0310","BRAND_B",3,1745000
"2019-08-19",14194,"P1699","BRAND_H",12,450000
"2019-11-26",14667,"P3945","BRAND_W",3,2900000
"2019-12-19",16892,"P0765","BRAND_C",1,1465000
"2019-09-17",15089,"P3025","BRAND_R",10,590000
"2019-09-05",17248,"P2404","BRAND_P",2,113000
"2019-10-11",17652,"P1910","BRAND_J",20,740000
"2019-07-26",17920,"P3507","BRAND_S",2,159000
"2019-10-20",14757,"P0255","BRAND_A",24,604000
"2019-11-06",17293,"P0825","BRAND_C",4,450000
"2019-07-14",13097,"P3256","BRAND_S",1,1745000
"2019-11-11",17049,"P0332","BRAND_B",2,1325000
"2019-08-08",18283,"P3291","BRAND_S",2,1465000
"2019-10-20",16480,"P2702","BRAND_P",1,149000
"2019-12-03",17964,"P1898","BRAND_J",1,740000
"2019-07-25",14803,"P0628","BRAND_C",1,1745000
"2019-08-21",18226,"P1906","BRAND_J",10,740000
"2019-11-24",16877,"P3184","BRAND_S",10,240000
"2019-11-04",16791,"P0578","BRAND_B",3,884000
"2019-10-30",18237,"P2968","BRAND_R",1,4475000
"2019-11-20",16345,"P3103","BRAND_S",1,3494000
"2019-09-11",16633,"P4045","BRAND_W",2,3494000
"2019-12-31",18283,"P2420","BRAND_P",2,149000
"2019-10-07",14110,"P4025","BRAND_W",4,1500000
"2019-08-29",17692,"P2807","BRAND_P",12,450000
"2019-07-29",13301,"P0047","BRAND_A",1,2795000
"2019-10-29",16474,"P4071","BRAND_W",6,1045000
"2019-12-03",17091,"P1898","BRAND_J",10,740000
"2019-12-26",18122,"P4012","BRAND_W",8,1024000
"2019-10-16",15399,"P2103","BRAND_L",10,590000
"2019-11-01",12519,"P3082","BRAND_R",6,1045000
"2019-07-17",15750,"P0568","BRAND_B",25,159000
"2019-09-11",17757,"P3588","BRAND_S",1,695000
"2019-11-07",18130,"P0119","BRAND_A",12,303000
"2019-12-05",16003,"P3045","BRAND_R",12,450000
"2019-07-21",15644,"P2094","BRAND_L",3,590000
"2019-10-11",15382,"P1891","BRAND_J",20,740000
"2019-07-22",17841,"P0296","BRAND_B",2,310000
"2019-12-30",15053,"P0822","BRAND_C",12,149000
"2019-12-20",16779,"P2932","BRAND_R",12,904000
"2019-10-30",16843,"P3330","BRAND_S",4,1395000
"2019-08-30",13451,"P3275","BRAND_S",3,520000
"2019-08-13",13827,"P0708","BRAND_C",1,520000
"2019-08-11",13340,"P2494","BRAND_P",40,904000
"2019-10-25",18217,"P2584","BRAND_P",12,695000
"2019-11-03",14514,"P4080","BRAND_W",22,113000
"2019-07-22",14583,"P3497","BRAND_S",5,86000
"2019-12-27",16426,"P0071","BRAND_A",1,695000
"2019-10-03",13871,"P3013","BRAND_R",6,1745000
"2019-12-18",16057,"P2101","BRAND_L",10,590000
"2019-11-03",16685,"P0875","BRAND_C",3,590000
"2019-12-12",17419,"P2964","BRAND_R",4,1500000
"2019-12-02",15870,"P2443","BRAND_P",1,205000
"2019-07-05",12712,"P2872","BRAND_R",6,2900000
"2019-08-02",15311,"P3316","BRAND_S",3,1045000
"2019-12-30",14096,"P0687","BRAND_C",5,2623000
"2019-12-13",13050,"P4067","BRAND_W",6,2795000
"2019-07-02",13098,"P4124","BRAND_W",25,159000
"2019-10-07",17139,"P4065","BRAND_W",12,310000
"2019-07-14",14004,"P1899","BRAND_J",10,740000
"2019-12-18",14527,"P0791","BRAND_C",2,1745000
"2019-10-17",15555,"P0616","BRAND_B",12,149000
"2019-12-19",15034,"P4009","BRAND_W",6,1045000
"2019-12-12",17797,"P4050","BRAND_W",2,695000
"2019-11-15",16293,"P3946","BRAND_W",6,1745000
"2019-11-01",12856,"P2441","BRAND_P",2,205000
"2019-10-10",13539,"P1741","BRAND_H",6,1045000
"2019-07-02",15640,"P3272","BRAND_S",13,520000
"2019-10-11",17370,"P0132","BRAND_A",24,205000
"2019-10-21",14387,"P1683","BRAND_H",2,747000
"2019-11-27",16525,"P4071","BRAND_W",24,904000
"2019-11-27",17999,"P1803","BRAND_H",1,1745000
"2019-10-13",15547,"P2516","BRAND_P",1,2637000
"2019-10-14",14961,"P3227","BRAND_S",16,303000
"2019-12-26",16700,"P0255","BRAND_A",16,604000
"2019-12-23",13196,"P2761","BRAND_P",12,590000
"2019-12-03",15763,"P0577","BRAND_B",4,1325000
"2019-11-28",17389,"P0422","BRAND_B",84,1199000
"2019-12-17",14251,"P3311","BRAND_S",12,740000
"2019-09-05",17248,"P3004","BRAND_R",1,450000
"2019-08-07",18219,"P1742","BRAND_H",12,590000
"2019-10-18",14546,"P4136","BRAND_W",25,159000
"2019-10-07",13650,"P0931","BRAND_C",4,1395000
"2019-10-24",15050,"P3046","BRAND_R",6,450000
"2019-10-21",17287,"P2425","BRAND_P",3,149000
"2019-12-02",12472,"P2803","BRAND_P",1,6312000
"2019-12-01",15427,"P0815","BRAND_C",1,113000
"2019-12-12",14456,"P0763","BRAND_C",1,1465000
"2019-09-22",16806,"P4071","BRAND_W",4,1045000
"2019-08-07",14159,"P3546","BRAND_S",8,590000
"2019-10-11",15975,"P2426","BRAND_P",12,310000
"2019-08-09",17266,"P1900","BRAND_J",2,740000
"2019-07-10",17511,"P3295","BRAND_S",48,1325000
"2019-12-18",14096,"P0674","BRAND_C",5,303000
"2019-09-29",12851,"P0611","BRAND_B",1,590000
"2019-10-28",17321,"P3052","BRAND_R",3,450000
"2019-12-19",17516,"P0797","BRAND_C",4,747000
"2019-11-21",18211,"P3597","BRAND_S",3,1500000
"2019-11-14",13263,"P1805","BRAND_H",1,1500000
"2019-11-06",13704,"P0311","BRAND_B",3,1745000
"2019-12-10",12890,"P1753","BRAND_H",1,450000
"2019-11-14",13263,"P2074","BRAND_L",1,2200000
"2019-11-01",15615,"P3224","BRAND_S",8,303000
"2019-11-07",14963,"P0068","BRAND_A",3,289000
"2019-10-18",16240,"P3224","BRAND_S",8,303000
"2019-12-15",15919,"P2760","BRAND_P",2,590000
"2019-10-22",12971,"P1708","BRAND_H",24,590000
"2019-11-14",14484,"P3048","BRAND_R",12,450000
"2019-11-03",15821,"P2757","BRAND_P",5,159000
"2019-11-21",15014,"P3195","BRAND_S",1,310000
"2019-09-08",16370,"P2446","BRAND_P",4,205000
"2019-11-27",13854,"P2853","BRAND_R",24,639000
"2019-12-18",15901,"P3497","BRAND_S",1,86000
"2019-12-12",15811,"P0106","BRAND_A",12,450000
"2019-08-01",17007,"P0638","BRAND_C",2,2987000
"2019-12-12",15506,"P2761","BRAND_P",2,590000
"2019-10-28",14096,"P2063","BRAND_L",3,303000
"2019-12-04",15531,"P2756","BRAND_P",24,159000
"2019-10-06",14487,"P0542","BRAND_B",2,450000
"2019-11-04",16549,"P2555","BRAND_P",1,904000
"2019-08-29",15254,"P1890","BRAND_J",10,740000
"2019-11-12",18118,"P3391","BRAND_S",2,1045000
"2019-09-30",16843,"P2865","BRAND_R",6,1045000
"2019-12-23",15721,"P2702","BRAND_P",2,149000
"2019-09-22",17841,"P0607","BRAND_B",1,1745000
"2019-12-31",16016,"P2092","BRAND_L",2,590000
"2019-10-11",15382,"P1804","BRAND_H",4,1745000
"2019-12-16",16242,"P0167","BRAND_A",1,1325000
"2019-09-22",16466,"P4020","BRAND_W",6,450000
"2019-11-06",16085,"P1741","BRAND_H",3,1045000
"2019-10-06",15159,"P2868","BRAND_R",12,904000
"2019-12-05",15184,"P3946","BRAND_W",1,1745000
"2019-08-12",14583,"P2704","BRAND_P",6,747000
"2019-08-16",17625,"P1983","BRAND_L",2,2900000
"2019-09-17",17841,"P4028","BRAND_W",3,450000
"2019-10-01",14360,"P3250","BRAND_S",12,310000
"2019-12-05",17340,"P3310","BRAND_S",24,740000
"2019-11-24",13278,"P2448","BRAND_P",1,1045000
"2019-12-16",16549,"P3077","BRAND_R",1,590000
"2019-10-27",15952,"P1681","BRAND_H",2,747000
"2019-10-31",15315,"P0807","BRAND_C",48,149000
"2019-10-23",14649,"P1791","BRAND_H",1,2200000
"2019-08-16",17920,"P3380","BRAND_S",1,113000
"2019-10-30",14730,"P0907","BRAND_C",2,904000
"2019-10-11",15410,"P0362","BRAND_B",8,1325000
"2019-12-16",15567,"P3289","BRAND_S",12,740000
"2019-08-22",15639,"P0318","BRAND_B",24,159000
"2019-12-17",13268,"P4057","BRAND_W",4,2445000
"2019-09-30",18196,"P4075","BRAND_W",1,1045000
"2019-10-13",16033,"P2443","BRAND_P",2,205000
"2019-08-18",12864,"P3120","BRAND_S",12,310000
"2019-07-18",17848,"P2975","BRAND_R",2,590000
"2019-11-12",16940,"P0528","BRAND_B",6,747000
"2019-11-15",16497,"P0235","BRAND_A",8,1325000
"2019-12-04",15531,"P0972","BRAND_C",12,240000
"2019-11-14",17346,"P2093","BRAND_L",1,590000
"2019-07-10",14222,"P3272","BRAND_S",12,520000
"2019-08-08",13178,"P2093","BRAND_L",10,590000
"2019-10-27",15547,"P0937","BRAND_C",2,4475000
"2019-11-05",14194,"P1913","BRAND_J",10,740000
"2019-12-04",17690,"P2489","BRAND_P",12,1045000
"2019-08-22",15939,"P3276","BRAND_S",24,520000
"2019-12-25",15060,"P3128","BRAND_S",1,450000
"2019-11-13",18210,"P3344","BRAND_S",12,520000
"2019-12-23",14096,"P4070","BRAND_W",1,8748000
"2019-11-20",13644,"P3295","BRAND_S",6,1465000
"2019-08-25",17841,"P2094","BRAND_L",2,590000
"2019-12-06",13137,"P2446","BRAND_P",4,205000
"2019-11-28",17086,"P4064","BRAND_W",12,303000
"2019-10-07",16211,"P3266","BRAND_S",4,1745000
"2019-11-11",17377,"P2080","BRAND_L",1,2095000
"2019-07-12",15356,"P0169","BRAND_A",2,1325000
"2019-08-09",17841,"P2930","BRAND_R",1,450000
"2019-10-18",14546,"P0764","BRAND_C",1,1465000
"2019-09-15",15701,"P0468","BRAND_B",1,2987000
"2019-07-29",12705,"P0736","BRAND_C",10,310000
"2019-12-23",14096,"P3581","BRAND_S",1,873000
"2019-07-12",14491,"P2960","BRAND_R",12,590000
"2019-11-18",17272,"P1680","BRAND_H",12,747000
"2019-09-09",13089,"P3224","BRAND_S",24,303000
"2019-12-15",14704,"P2968","BRAND_R",1,4475000
"2019-12-09",14684,"P1885","BRAND_J",4,590000
"2019-11-21",14971,"P3415","BRAND_S",1,2200000
"2019-12-27",13560,"P1803","BRAND_H",1,1745000
"2019-09-03",16053,"P0128","BRAND_A",120,159000
"2019-11-20",15005,"P1797","BRAND_H",1,747000
"2019-12-12",12847,"P1701","BRAND_H",4,149000
"2019-12-11",13500,"P3951","BRAND_W",4,2095000
"2019-08-14",17511,"P0268","BRAND_A",48,240000
"2019-07-07",16938,"P1983","BRAND_L",2,2900000
"2019-07-16",15998,"P0088","BRAND_A",2,1045000
"2019-12-04",15531,"P3933","BRAND_W",1,2445000
"2019-10-02",13798,"P1902","BRAND_J",100,639000
"2019-12-30",15358,"P0124","BRAND_A",24,240000
"2019-10-09",16745,"P0735","BRAND_C",100,264000
"2019-11-25",13994,"P3330","BRAND_S",4,1395000
"2019-10-17",16669,"P0075","BRAND_A",2,747000
"2019-12-10",17086,"P4078","BRAND_W",12,590000
"2019-11-01",13798,"P1674","BRAND_H",48,660000
"2019-11-28",16409,"P2074","BRAND_L",1,2200000
"2019-09-06",16746,"P3266","BRAND_S",4,1745000
"2019-08-11",16931,"P0455","BRAND_B",1,695000
"2019-12-23",12906,"P2765","BRAND_P",36,450000
"2019-12-09",16303,"P2087","BRAND_L",10,590000
"2019-11-29",16426,"P0168","BRAND_A",1,1325000
"2019-09-30",15856,"P3662","BRAND_S",12,450000
"2019-11-07",14251,"P2452","BRAND_P",24,590000
"2019-11-04",14606,"P0036","BRAND_A",2,240000
"2019-12-17",17238,"P2489","BRAND_P",4,1045000
"2019-10-17",16348,"P1681","BRAND_H",2,747000
"2019-12-06",17348,"P3013","BRAND_R",3,1745000
"2019-12-11",14554,"P0798","BRAND_C",2,747000
"2019-08-12",14808,"P0313","BRAND_B",4,695000
"2019-12-06",15034,"P3260","BRAND_S",2,450000
"2019-12-18",13742,"P3659","BRAND_S",1,1465000
"2019-07-28",13148,"P0312","BRAND_B",4,695000
"2019-12-13",16426,"P3335","BRAND_S",1,1045000
"2019-12-08",15500,"P3047","BRAND_R",12,450000
"2019-10-24",16650,"P3279","BRAND_S",12,520000
"2019-12-16",15676,"P0047","BRAND_A",8,2795000
"2019-12-15",17243,"P1885","BRAND_J",12,590000
"2019-12-01",16466,"P3132","BRAND_S",1,1745000
"2019-08-27",14076,"P1868","BRAND_J",1,1500000
"2019-11-26",17495,"P3462","BRAND_S",12,303000
"2019-08-09",14572,"P1780","BRAND_H",2,2095000
"2019-11-28",15551,"P2568","BRAND_P",8,1045000
"2019-11-25",15752,"P2556","BRAND_P",2,1045000
"2019-11-19",15506,"P0779","BRAND_C",1,747000
"2019-10-15",13448,"P2938","BRAND_R",10,450000
"2019-12-27",17386,"P3267","BRAND_S",12,450000
"2019-12-25",17911,"P3243","BRAND_S",2,1150000
"2019-08-12",17841,"P1742","BRAND_H",1,590000
"2019-09-06",16678,"P3128","BRAND_S",12,450000
"2019-10-06",12965,"P0709","BRAND_C",4,520000
"2019-07-30",12839,"P0422","BRAND_B",8,1325000
"2019-07-30",12839,"P2877","BRAND_R",10,747000
"2019-11-19",14482,"P4073","BRAND_W",24,113000
"2019-12-22",13546,"P2403","BRAND_P",12,149000
"2019-07-08",15069,"P0229","BRAND_A",2,1500000
"2019-09-30",16656,"P0296","BRAND_B",72,264000
"2019-09-16",17083,"P2926","BRAND_R",12,310000
"2019-11-07",17509,"P0623","BRAND_B",10,695000
"2019-12-05",14713,"P1684","BRAND_H",12,747000
"2019-09-18",16340,"P3248","BRAND_S",2,4475000
