"customer_id","city","province","order_id"
16729,"Jakarta Utara","DKI Jakarta","1714369"
15506,"Jakarta Pusat","DKI Jakarta","1683103"
13985,"Bekasi","Jawa Barat","1688833"
14527,"Depok","Jawa Barat","1716136"
15144,"Jakarta Barat","DKI Jakarta","1719328"
13514,"Surabaya","Jawa Timur","1705150"
17160,"Jakarta Utara","DKI Jakarta","1725274"
18041,"Bekasi","Jawa Barat","1707076"
17231,"Bekasi","Jawa Barat","1729846"
17797,"Jakarta Selatan","DKI Jakarta","1668991"
14725,"Jakarta Utara","DKI Jakarta","1729615"
14096,"Surakarta","Jawa Tengah","1726822"
17936,"Bekasi","Jawa Barat","1741513"
12923,"Jakarta Timur","DKI Jakarta","1709704"
18259,"Malang","Jawa Timur","1700752"
13016,"Surakarta","Jawa Tengah","1705618"
16358,"Jakarta Utara","DKI Jakarta","1702909"
14034,"Jakarta Selatan","DKI Jakarta","1731154"
15343,"Yogyakarta","Yogyakarta","1699750"
15453,"Jakarta Selatan","DKI Jakarta","1723432"
18055,"Jakarta Selatan","DKI Jakarta","1701385"
15507,"Tangerang","Banten","1672786"
15249,"Bekasi","Jawa Barat","1689334"
16496,"Jakarta Timur","DKI Jakarta","1739824"
13297,"Bogor","Jawa Barat","1729900"
14649,"Jakarta Utara","DKI Jakarta","1706131"
15576,"Bogor","Jawa Barat","1722046"
17634,"Jakarta Selatan","DKI Jakarta","1698076"
14093,"Jakarta Pusat","DKI Jakarta","1737007"
17340,"Tangerang","Banten","1679029"
17419,"Jakarta Selatan","DKI Jakarta","1681642"
13517,"Bogor","Jawa Barat","1711783"
15502,"Jakarta Pusat","DKI Jakarta","1698730"
16317,"Jakarta Selatan","DKI Jakarta","1675915"
14013,"Jakarta Barat","DKI Jakarta","1680688"
12477,"Denpasar","Bali","1694569"
16279,"Jakarta Pusat","DKI Jakarta","1699813"
16474,"Jakarta Selatan","DKI Jakarta","1734109"
16930,"Malang","Jawa Timur","1707676"
16686,"Bogor","Jawa Barat","1694182"
17511,"Tangerang","Banten","1708720"
15531,"Bogor","Jawa Barat","1726474"
13780,"Jakarta Timur","DKI Jakarta","1740889"
16081,"Jakarta Utara","DKI Jakarta","1667545"
18022,"Jakarta Selatan","DKI Jakarta","1723444"
16053,"Yogyakarta","Yogyakarta","1688422"
16753,"Surakarta","Jawa Tengah","1712479"
17509,"Bekasi","Jawa Barat","1710577"
15965,"Tangerang","Banten","1727281"
17827,"Jakarta Barat","DKI Jakarta","1741570"
16426,"Jakarta Pusat","DKI Jakarta","1740880"
14298,"Yogyakarta","Yogyakarta","1695451"
18160,"Malang","Jawa Timur","1713310"
14051,"Jakarta Selatan","DKI Jakarta","1740184"
15704,"Tangerang","Banten","1682983"
13955,"Depok","Jawa Barat","1678570"
15652,"Jakarta Selatan","DKI Jakarta","1698607"
15059,"Surakarta","Jawa Tengah","1692958"
13988,"Surabaya","Jawa Timur","1675603"
16729,"Jakarta Utara","DKI Jakarta","1721692"
17841,"Jakarta Utara","DKI Jakarta","1734868"
13167,"Tangerang","Banten","1733164"
17084,"Jakarta Selatan","DKI Jakarta","1723633"
14096,"Surakarta","Jawa Tengah","1707739"
14191,"Bogor","Jawa Barat","1738546"
16464,"Jakarta Selatan","DKI Jakarta","1702447"
17571,"Surakarta","Jawa Tengah","1716310"
15673,"Jakarta Selatan","DKI Jakarta","1699351"
17213,"Jakarta Pusat","DKI Jakarta","1681231"
17738,"Jakarta Pusat","DKI Jakarta","1679791"
13969,"Surakarta","Jawa Tengah","1687249"
14895,"Malang","Jawa Timur","1691797"
17576,"Tangerang","Banten","1705693"
13319,"Yogyakarta","Yogyakarta","1673404"
14159,"Jakarta Utara","DKI Jakarta","1732513"
14505,"Jakarta Timur","DKI Jakarta","1692184"
12621,"Denpasar","Bali","1694917"
15154,"Jakarta Selatan","DKI Jakarta","1704637"
15547,"Depok","Jawa Barat","1707685"
16283,"Jakarta Selatan","DKI Jakarta","1678609"
15555,"Depok","Jawa Barat","1707649"
14978,"Jakarta Selatan","DKI Jakarta","1706011"
15547,"Depok","Jawa Barat","1698886"
18118,"Jakarta Selatan","DKI Jakarta","1732315"
17050,"Bogor","Jawa Barat","1696312"
17730,"Jakarta Pusat","DKI Jakarta","1719556"
12517,"Denpasar","Bali","1687612"
18156,"Malang","Jawa Timur","1736779"
16931,"Jakarta Pusat","DKI Jakarta","1732636"
17979,"Bekasi","Jawa Barat","1723423"
17841,"Jakarta Utara","DKI Jakarta","1742869"
12908,"Jakarta Selatan","DKI Jakarta","1671277"
15530,"Jakarta Barat","DKI Jakarta","1673848"
14032,"Yogyakarta","Yogyakarta","1734937"
13001,"Malang","Jawa Timur","1742041"
17652,"Jakarta Pusat","DKI Jakarta","1707988"
18283,"Jakarta Selatan","DKI Jakarta","1673869"
17811,"Malang","Jawa Timur","1710637"
13555,"Jakarta Barat","DKI Jakarta","1705540"
12474,"Denpasar","Bali","1683283"
16686,"Bogor","Jawa Barat","1716886"
15241,"Jakarta Selatan","DKI Jakarta","1668346"
16549,"Jakarta Pusat","DKI Jakarta","1733347"
18198,"Surabaya","Jawa Timur","1742038"
15411,"Jakarta Selatan","DKI Jakarta","1728178"
16794,"Surakarta","Jawa Tengah","1669474"
14592,"Yogyakarta","Yogyakarta","1713724"
13209,"Bekasi","Jawa Barat","1686499"
16717,"Surakarta","Jawa Tengah","1730065"
15700,"Semarang","Jawa Tengah","1671934"
16511,"Jakarta Selatan","DKI Jakarta","1680916"
16778,"Jakarta Pusat","DKI Jakarta","1704973"
18122,"Jakarta Selatan","DKI Jakarta","1740163"
13521,"Bandung","Jawa Barat","1741561"
17888,"Yogyakarta","Yogyakarta","1711915"
17377,"Jakarta Pusat","DKI Jakarta","1729984"
14859,"Jakarta Selatan","DKI Jakarta","1702429"
17806,"Yogyakarta","Yogyakarta","1737505"
17218,"Malang","Jawa Timur","1741984"
18283,"Jakarta Selatan","DKI Jakarta","1734787"
12748,"Jakarta Utara","DKI Jakarta","1738360"
16984,"Jakarta Pusat","DKI Jakarta","1699225"
13418,"Bekasi","Jawa Barat","1677466"
16242,"Jakarta Barat","DKI Jakarta","1724695"
14049,"Surakarta","Jawa Tengah","1734700"
16931,"Jakarta Pusat","DKI Jakarta","1704511"
17769,"Malang","Jawa Timur","1736569"
17495,"Bandung","Jawa Barat","1721599"
16156,"Malang","Jawa Timur","1716376"
14796,"Yogyakarta","Yogyakarta","1683586"
16794,"Surakarta","Jawa Tengah","1727902"
15845,"Bogor","Jawa Barat","1699864"
16633,"Jakarta Selatan","DKI Jakarta","1720747"
17338,"Tangerang","Banten","1734124"
17841,"Jakarta Utara","DKI Jakarta","1690615"
12526,"Denpasar","Bali","1697296"
17346,"Purwokerto","Jawa Tengah","1737349"
17870,"Surakarta","Jawa Tengah","1687810"
17001,"Malang","Jawa Timur","1671937"
14629,"Jakarta Selatan","DKI Jakarta","1716952"
16187,"Jakarta Selatan","DKI Jakarta","1695442"
17841,"Jakarta Utara","DKI Jakarta","1732648"
14096,"Surakarta","Jawa Tengah","1711465"
16726,"Jakarta Pusat","DKI Jakarta","1728160"
16729,"Jakarta Utara","DKI Jakarta","1721692"
17841,"Jakarta Utara","DKI Jakarta","1718596"
12569,"Denpasar","Bali","1690120"
14593,"Jakarta Pusat","DKI Jakarta","1731892"
13767,"Jakarta Timur","DKI Jakarta","1727110"
13589,"Bogor","Jawa Barat","1736362"
13566,"Jakarta Pusat","DKI Jakarta","1720030"
17957,"Yogyakarta","Yogyakarta","1708591"
17211,"Tangerang","Banten","1716844"
18139,"Jakarta Barat","DKI Jakarta","1733236"
18022,"Jakarta Selatan","DKI Jakarta","1723444"
15825,"Yogyakarta","Yogyakarta","1672414"
13878,"Jakarta Pusat","DKI Jakarta","1713817"
14035,"Bogor","Jawa Barat","1716934"
12856,"Surakarta","Jawa Tengah","1713637"
14191,"Bogor","Jawa Barat","1731151"
17238,"Jakarta Timur","DKI Jakarta","1677385"
13015,"Bogor","Jawa Barat","1714300"
12748,"Jakarta Utara","DKI Jakarta","1693603"
13458,"Bekasi","Jawa Barat","1684189"
15443,"Depok","Jawa Barat","1730797"
15053,"Jakarta Barat","DKI Jakarta","1677397"
16362,"Jakarta Selatan","DKI Jakarta","1711993"
16800,"Jakarta Selatan","DKI Jakarta","1737502"
16809,"Yogyakarta","Yogyakarta","1730557"
13089,"Jakarta Timur","DKI Jakarta","1671835"
14722,"Yogyakarta","Yogyakarta","1680637"
14239,"Yogyakarta","Yogyakarta","1695364"
13995,"Jakarta Selatan","DKI Jakarta","1682329"
12748,"Jakarta Utara","DKI Jakarta","1706110"
13291,"Jakarta Barat","DKI Jakarta","1677601"
16094,"Jakarta Pusat","DKI Jakarta","1727095"
13394,"Jakarta Pusat","DKI Jakarta","1690108"
15024,"Yogyakarta","Yogyakarta","1738816"
16713,"Yogyakarta","Yogyakarta","1705594"
14409,"Jakarta Barat","DKI Jakarta","1679596"
17813,"Malang","Jawa Timur","1709692"
14606,"Jakarta Barat","DKI Jakarta","1668607"
15468,"Jakarta Barat","DKI Jakarta","1715572"
15076,"Jakarta Selatan","DKI Jakarta","1671958"
17576,"Tangerang","Banten","1679473"
15738,"Jakarta Selatan","DKI Jakarta","1677181"
15998,"Bandung","Jawa Barat","1722721"
16460,"Jakarta Utara","DKI Jakarta","1701601"
16722,"Bekasi","Jawa Barat","1695358"
17554,"Jakarta Selatan","DKI Jakarta","1680319"
14188,"Bekasi","Jawa Barat","1725916"
16033,"Yogyakarta","Yogyakarta","1741447"
14298,"Yogyakarta","Yogyakarta","1706026"
16161,"Jakarta Barat","DKI Jakarta","1673875"
17338,"Tangerang","Banten","1734124"
15275,"Bandung","Jawa Barat","1721977"
18034,"Jakarta Pusat","DKI Jakarta","1731757"
14096,"Surakarta","Jawa Tengah","1705039"
18118,"Jakarta Selatan","DKI Jakarta","1732315"
14854,"Jakarta Selatan","DKI Jakarta","1673398"
15719,"Jakarta Barat","DKI Jakarta","1724590"
16241,"Jakarta Timur","DKI Jakarta","1683076"
16712,"Surakarta","Jawa Tengah","1733323"
13955,"Depok","Jawa Barat","1678570"
15984,"Surakarta","Jawa Tengah","1691773"
17858,"Jakarta Pusat","DKI Jakarta","1674226"
15343,"Yogyakarta","Yogyakarta","1699750"
17735,"Malang","Jawa Timur","1678093"
12475,"Denpasar","Bali","1713925"
14194,"Purwokerto","Jawa Tengah","1683295"
14667,"Jakarta Selatan","DKI Jakarta","1721710"
16892,"Surabaya","Jawa Timur","1735525"
15089,"Jakarta Selatan","DKI Jakarta","1692499"
17248,"Tangerang","Banten","1689067"
17652,"Jakarta Pusat","DKI Jakarta","1701415"
17920,"Jakarta Selatan","DKI Jakarta","1676101"
14757,"Purwokerto","Jawa Tengah","1704568"
17293,"Semarang","Jawa Tengah","1712530"
13097,"Tangerang","Banten","1671796"
17049,"Jakarta Utara","DKI Jakarta","1714327"
18283,"Jakarta Selatan","DKI Jakarta","1680076"
16480,"Jakarta Timur","DKI Jakarta","1704457"
17964,"Tangerang","Banten","1724896"
14803,"Jakarta Selatan","DKI Jakarta","1675696"
18226,"Jakarta Utara","DKI Jakarta","1684552"
16877,"Purwokerto","Jawa Tengah","1720243"
16791,"Jakarta Barat","DKI Jakarta","1711399"
18237,"Jakarta Pusat","DKI Jakarta","1708993"
16345,"Bogor","Jawa Barat","1718734"
16633,"Jakarta Selatan","DKI Jakarta","1690693"
18283,"Jakarta Selatan","DKI Jakarta","1742617"
14110,"Bogor","Jawa Barat","1698916"
17692,"Jakarta Barat","DKI Jakarta","1687099"
13301,"Jakarta Barat","DKI Jakarta","1676626"
16474,"Jakarta Selatan","DKI Jakarta","1708564"
17091,"Tangerang","Banten","1724881"
18122,"Jakarta Selatan","DKI Jakarta","1740163"
15399,"Jakarta Timur","DKI Jakarta","1703035"
12519,"Denpasar","Bali","1710022"
15750,"Depok","Jawa Barat","1673236"
17757,"Tangerang","Banten","1690654"
18130,"Jakarta Selatan","DKI Jakarta","1713313"
16003,"Depok","Jawa Barat","1726501"
15644,"Surakarta","Jawa Tengah","1674316"
15382,"Jakarta Pusat","DKI Jakarta","1700929"
17841,"Jakarta Utara","DKI Jakarta","1674697"
15053,"Jakarta Barat","DKI Jakarta","1741858"
16779,"Jakarta Pusat","DKI Jakarta","1736056"
16843,"Jakarta Pusat","DKI Jakarta","1709089"
13451,"Jakarta Timur","DKI Jakarta","1687675"
13827,"Malang","Jawa Timur","1681753"
13340,"Depok","Jawa Barat","1680772"
18217,"Malang","Jawa Timur","1707109"
14514,"Jakarta Barat","DKI Jakarta","1710733"
14583,"Jakarta Pusat","DKI Jakarta","1674583"
16426,"Jakarta Pusat","DKI Jakarta","1740829"
13871,"Yogyakarta","Yogyakarta","1698073"
16057,"Tangerang","Banten","1734907"
16685,"Jakarta Selatan","DKI Jakarta","1710694"
17419,"Jakarta Selatan","DKI Jakarta","1730773"
15870,"Tangerang","Banten","1724479"
12712,"Denpasar","Bali","1669330"
15311,"Bogor","Jawa Barat","1678378"
14096,"Surakarta","Jawa Tengah","1742182"
13050,"Jakarta Timur","DKI Jakarta","1731466"
13098,"Jakarta Pusat","DKI Jakarta","1667509"
17139,"Jakarta Selatan","DKI Jakarta","1699201"
14004,"Jakarta Selatan","DKI Jakarta","1671823"
14527,"Depok","Jawa Barat","1734694"
15555,"Depok","Jawa Barat","1703737"
15034,"Jakarta Utara","DKI Jakarta","1735282"
17797,"Jakarta Selatan","DKI Jakarta","1731100"
16293,"Malang","Jawa Timur","1716706"
12856,"Surakarta","Jawa Tengah","1710349"
13539,"Bogor","Jawa Barat","1700350"
15640,"Surakarta","Jawa Tengah","1667689"
17370,"Jakarta Utara","DKI Jakarta","1701424"
14387,"Yogyakarta","Yogyakarta","1704943"
16525,"Yogyakarta","Yogyakarta","1722166"
17999,"Bandung","Jawa Barat","1722232"
15547,"Depok","Jawa Barat","1701502"
14961,"Jakarta Pusat","DKI Jakarta","1702024"
16700,"Jakarta Utara","DKI Jakarta","1739848"
13196,"Jakarta Barat","DKI Jakarta","1737478"
15763,"Bekasi","Jawa Barat","1724854"
17389,"Malang","Jawa Timur","1722886"
14251,"Malang","Jawa Timur","1734115"
17248,"Tangerang","Banten","1689067"
18219,"Jakarta Pusat","DKI Jakarta","1679719"
14546,"Jakarta Selatan","DKI Jakarta","1704181"
13650,"Jakarta Selatan","DKI Jakarta","1699183"
15050,"Malang","Jawa Timur","1706704"
17287,"Jakarta Pusat","DKI Jakarta","1704934"
12472,"Denpasar","Bali","1724656"
15427,"Depok","Jawa Barat","1724143"
14456,"Jakarta Timur","DKI Jakarta","1731319"
16806,"Jakarta Selatan","DKI Jakarta","1694236"
14159,"Jakarta Utara","DKI Jakarta","1679683"
15975,"Jakarta Barat","DKI Jakarta","1701313"
17266,"Jakarta Barat","DKI Jakarta","1680559"
17511,"Tangerang","Banten","1670536"
14096,"Surakarta","Jawa Tengah","1734811"
12851,"Bandung","Jawa Barat","1696279"
17321,"Bekasi","Jawa Barat","1707784"
17516,"Bandung","Jawa Barat","1735987"
18211,"Bogor","Jawa Barat","1719097"
13263,"Yogyakarta","Yogyakarta","1716220"
13704,"Jakarta Utara","DKI Jakarta","1712422"
12890,"Jakarta Pusat","DKI Jakarta","1729879"
13263,"Yogyakarta","Yogyakarta","1716220"
15615,"Jakarta Pusat","DKI Jakarta","1710502"
14963,"Bandung","Jawa Barat","1712950"
16240,"Jakarta Pusat","DKI Jakarta","1704196"
15919,"Bogor","Jawa Barat","1732420"
12971,"Jakarta Pusat","DKI Jakarta","1705168"
14484,"Jakarta Timur","DKI Jakarta","1716238"
15821,"Jakarta Selatan","DKI Jakarta","1710685"
15014,"Jakarta Selatan","DKI Jakarta","1719451"
16370,"Semarang","Jawa Tengah","1689643"
13854,"Purwokerto","Jawa Tengah","1722136"
15901,"Malang","Jawa Timur","1734751"
15811,"Semarang","Jawa Tengah","1731247"
17007,"Jakarta Pusat","DKI Jakarta","1678066"
15506,"Jakarta Pusat","DKI Jakarta","1731031"
14096,"Surakarta","Jawa Tengah","1707739"
15531,"Bogor","Jawa Barat","1726474"
14487,"Jakarta Selatan","DKI Jakarta","1698817"
16549,"Jakarta Pusat","DKI Jakarta","1711327"
15254,"Jakarta Pusat","DKI Jakarta","1687129"
18118,"Jakarta Selatan","DKI Jakarta","1714963"
16843,"Jakarta Pusat","DKI Jakarta","1696381"
15721,"Yogyakarta","Yogyakarta","1737373"
17841,"Jakarta Utara","DKI Jakarta","1694200"
16016,"Yogyakarta","Yogyakarta","1742881"
15382,"Jakarta Pusat","DKI Jakarta","1700929"
16242,"Jakarta Barat","DKI Jakarta","1733248"
16466,"Jakarta Barat","DKI Jakarta","1694197"
16085,"Malang","Jawa Timur","1712629"
15159,"Jakarta Pusat","DKI Jakarta","1698697"
15184,"Jakarta Utara","DKI Jakarta","1726894"
14583,"Jakarta Pusat","DKI Jakarta","1681156"
17625,"Bandung","Jawa Barat","1682989"
17841,"Jakarta Utara","DKI Jakarta","1692424"
14360,"Yogyakarta","Yogyakarta","1697179"
17340,"Tangerang","Banten","1726549"
13278,"Jakarta Selatan","DKI Jakarta","1720018"
16549,"Jakarta Pusat","DKI Jakarta","1733335"
15952,"Jakarta Pusat","DKI Jakarta","1707655"
15315,"Tangerang","Banten","1709497"
14649,"Jakarta Utara","DKI Jakarta","1706131"
17920,"Jakarta Selatan","DKI Jakarta","1682812"
14730,"Jakarta Pusat","DKI Jakarta","1709011"
15410,"Tangerang","Banten","1701421"
15567,"Surakarta","Jawa Tengah","1733008"
15639,"Yogyakarta","Yogyakarta","1684897"
13268,"Yogyakarta","Yogyakarta","1733608"
18196,"Jakarta Pusat","DKI Jakarta","1696945"
16033,"Yogyakarta","Yogyakarta","1701553"
12864,"Jakarta Utara","DKI Jakarta","1683148"
17848,"Tangerang","Banten","1673851"
16940,"Jakarta Timur","DKI Jakarta","1715014"
16497,"Depok","Jawa Barat","1716559"
15531,"Bogor","Jawa Barat","1726474"
17346,"Purwokerto","Jawa Tengah","1716151"
14222,"Jakarta Timur","DKI Jakarta","1670827"
13178,"Jakarta Selatan","DKI Jakarta","1680031"
15547,"Depok","Jawa Barat","1707685"
14194,"Purwokerto","Jawa Tengah","1711477"
17690,"Jakarta Selatan","DKI Jakarta","1726153"
15939,"Bogor","Jawa Barat","1684930"
15060,"Jakarta Pusat","DKI Jakarta","1739134"
18210,"Bogor","Jawa Barat","1715740"
14096,"Surakarta","Jawa Tengah","1737589"
13644,"Yogyakarta","Yogyakarta","1718431"
17841,"Jakarta Utara","DKI Jakarta","1685692"
13137,"Surabaya","Jawa Timur","1727521"
17086,"Yogyakarta","Yogyakarta","1722274"
16211,"Bogor","Jawa Barat","1698979"
17377,"Jakarta Pusat","DKI Jakarta","1713952"
15356,"Surabaya","Jawa Timur","1671700"
17841,"Jakarta Utara","DKI Jakarta","1680346"
14546,"Jakarta Selatan","DKI Jakarta","1704181"
15701,"Malang","Jawa Timur","1691728"
12705,"Denpasar","Bali","1676644"
14096,"Surakarta","Jawa Tengah","1737589"
14491,"Tangerang","Banten","1671745"
17272,"Tangerang","Banten","1717627"
13089,"Jakarta Timur","DKI Jakarta","1689739"
14704,"Bekasi","Jawa Barat","1732486"
14684,"Malang","Jawa Timur","1728568"
14971,"Jakarta Pusat","DKI Jakarta","1719088"
13560,"Jakarta Selatan","DKI Jakarta","1740835"
16053,"Yogyakarta","Yogyakarta","1688422"
15005,"Jakarta Selatan","DKI Jakarta","1718599"
12847,"Bandung","Jawa Barat","1731103"
13500,"Yogyakarta","Yogyakarta","1730539"
17511,"Tangerang","Banten","1682188"
16938,"Bogor","Jawa Barat","1669453"
15998,"Bandung","Jawa Barat","1672711"
15531,"Bogor","Jawa Barat","1726474"
13798,"Bandung","Jawa Barat","1697704"
15358,"Surakarta","Jawa Tengah","1741624"
16745,"Malang","Jawa Timur","1700128"
13994,"Jakarta Selatan","DKI Jakarta","1720444"
16669,"Semarang","Jawa Tengah","1703599"
17086,"Yogyakarta","Yogyakarta","1729675"
13798,"Bandung","Jawa Barat","1710346"
16409,"Jakarta Selatan","DKI Jakarta","1722925"
16746,"Jakarta Utara","DKI Jakarta","1689523"
16931,"Jakarta Pusat","DKI Jakarta","1680733"
12906,"Bogor","Jawa Barat","1737043"
16303,"Jakarta Utara","DKI Jakarta","1728442"
16426,"Jakarta Pusat","DKI Jakarta","1723666"
15856,"Jakarta Utara","DKI Jakarta","1696996"
14251,"Malang","Jawa Timur","1713100"
14606,"Jakarta Barat","DKI Jakarta","1711141"
17238,"Jakarta Timur","DKI Jakarta","1733854"
16348,"Tangerang","Banten","1703626"
17348,"Jakarta Timur","DKI Jakarta","1727302"
14554,"Yogyakarta","Yogyakarta","1730338"
14808,"Bogor","Jawa Barat","1681180"
15034,"Jakarta Utara","DKI Jakarta","1727602"
13742,"Tangerang","Banten","1734439"
13148,"Yogyakarta","Yogyakarta","1676278"
16426,"Jakarta Pusat","DKI Jakarta","1731952"
15500,"Jakarta Barat","DKI Jakarta","1727944"
16650,"Jakarta Pusat","DKI Jakarta","1706374"
15676,"Jakarta Barat","DKI Jakarta","1733179"
17243,"Jakarta Pusat","DKI Jakarta","1732213"
16466,"Jakarta Barat","DKI Jakarta","1723966"
14076,"Jakarta Pusat","DKI Jakarta","1686319"
17495,"Bandung","Jawa Barat","1721599"
14572,"Bandung","Jawa Barat","1680673"
15551,"Yogyakarta","Yogyakarta","1722712"
15752,"Yogyakarta","Yogyakarta","1720456"
15506,"Jakarta Pusat","DKI Jakarta","1717951"
13448,"Yogyakarta","Yogyakarta","1702423"
17386,"Jakarta Barat","DKI Jakarta","1740502"
17911,"Jakarta Selatan","DKI Jakarta","1739263"
17841,"Jakarta Utara","DKI Jakarta","1681105"
16678,"Depok","Jawa Barat","1689574"
12965,"Jakarta Pusat","DKI Jakarta","1698874"
12839,"Jakarta Selatan","DKI Jakarta","1677085"
12839,"Jakarta Selatan","DKI Jakarta","1677085"
14482,"Jakarta Pusat","DKI Jakarta","1718230"
13546,"Bogor","Jawa Barat","1736860"
15069,"Jakarta Pusat","DKI Jakarta","1669738"
16656,"Purwokerto","Jawa Tengah","1696378"
17083,"Bekasi","Jawa Barat","1692235"
17509,"Bekasi","Jawa Barat","1712665"
14713,"Jakarta Timur","DKI Jakarta","1727119"
16340,"Jakarta Timur","DKI Jakarta","1693027"
13884,"Jakarta Selatan","DKI Jakarta","1698823"
13510,"Jakarta Barat","DKI Jakarta","1696783"
12748,"Jakarta Utara","DKI Jakarta","1724215"
16014,"Jakarta Selatan","DKI Jakarta","1678657"
13890,"Malang","Jawa Timur","1724527"
13098,"Jakarta Pusat","DKI Jakarta","1671202"
16407,"Yogyakarta","Yogyakarta","1704949"
17926,"Jakarta Barat","DKI Jakarta","1685410"
16049,"Jakarta Selatan","DKI Jakarta","1704565"
17511,"Tangerang","Banten","1741957"
18188,"Depok","Jawa Barat","1704175"
13959,"Bekasi","Jawa Barat","1702984"
14778,"Semarang","Jawa Tengah","1687141"
13032,"Jakarta Timur","DKI Jakarta","1699822"
16910,"Bogor","Jawa Barat","1741921"
15955,"Surakarta","Jawa Tengah","1729744"
17231,"Bekasi","Jawa Barat","1729846"
13590,"Bogor","Jawa Barat","1737415"
13437,"Jakarta Timur","DKI Jakarta","1725268"
15630,"Jakarta Utara","DKI Jakarta","1718206"
12841,"Jakarta Selatan","DKI Jakarta","1741801"
18263,"Bekasi","Jawa Barat","1677523"
16717,"Surakarta","Jawa Tengah","1730065"
14096,"Surakarta","Jawa Tengah","1711465"
12701,"Denpasar","Bali","1702735"
14554,"Yogyakarta","Yogyakarta","1730338"
13247,"Jakarta Selatan","DKI Jakarta","1701490"
15948,"Malang","Jawa Timur","1718770"
16764,"Jakarta Selatan","DKI Jakarta","1736452"
17974,"Jakarta Pusat","DKI Jakarta","1718710"
16161,"Jakarta Barat","DKI Jakarta","1673875"
17975,"Depok","Jawa Barat","1710073"
16633,"Jakarta Selatan","DKI Jakarta","1734097"
16549,"Jakarta Pusat","DKI Jakarta","1718008"
16612,"Jakarta Selatan","DKI Jakarta","1666813"
18016,"Semarang","Jawa Tengah","1704985"
12748,"Jakarta Utara","DKI Jakarta","1731172"
16470,"Jakarta Utara","DKI Jakarta","1715512"
12471,"Denpasar","Bali","1693081"
14096,"Surakarta","Jawa Tengah","1720729"
15805,"Jakarta Barat","DKI Jakarta","1693579"
17779,"Jakarta Selatan","DKI Jakarta","1681612"
12955,"Malang","Jawa Timur","1698070"
13924,"Jakarta Barat","DKI Jakarta","1724857"
16014,"Jakarta Selatan","DKI Jakarta","1678657"
12949,"Jakarta Utara","DKI Jakarta","1685800"
13340,"Depok","Jawa Barat","1684942"
14226,"Surakarta","Jawa Tengah","1726780"
13985,"Bekasi","Jawa Barat","1706347"
13141,"Jakarta Pusat","DKI Jakarta","1700938"
14096,"Surakarta","Jawa Tengah","1734811"
18229,"Jakarta Selatan","DKI Jakarta","1691686"
15660,"Jakarta Selatan","DKI Jakarta","1684156"
16945,"Jakarta Timur","DKI Jakarta","1731547"
15707,"Surakarta","Jawa Tengah","1723609"
13196,"Jakarta Barat","DKI Jakarta","1701277"
15573,"Yogyakarta","Yogyakarta","1700554"
16945,"Jakarta Timur","DKI Jakarta","1731547"
14467,"Jakarta Selatan","DKI Jakarta","1717471"
17744,"Jakarta Timur","DKI Jakarta","1728280"
13259,"Jakarta Pusat","DKI Jakarta","1710631"
13895,"Tangerang","Banten","1727752"
12748,"Jakarta Utara","DKI Jakarta","1724215"
17735,"Malang","Jawa Timur","1722208"
14606,"Jakarta Barat","DKI Jakarta","1739068"
16717,"Surakarta","Jawa Tengah","1696420"
15444,"Jakarta Barat","DKI Jakarta","1739656"
